id;ville;annee;mois;temp_moy;temp_max_moy;temp_min_moy;precipitation_mm;ensoleillement_h
1953;Nantes;1982;9;17.4;22.1;12.3;57;162
1954;Nantes;1982;10;13.3;18.5;8.3;70;125
1955;Nantes;1982;11;9.2;13.8;4.9;62;62
1956;Nantes;1982;12;6.5;11.5;0.9;75;74
1957;Bordeaux;1982;1;7.4;12.1;1.6;56;95
1958;Bordeaux;1982;2;7.4;13.9;2.0;74;107
1959;Bordeaux;1982;3;11.1;16.2;6.9;64;123
1960;Bordeaux;1982;4;13.7;20.0;9.5;76;177
1961;Bordeaux;1982;5;18.8;24.6;13.9;79;210
1962;Bordeaux;1982;6;20.8;26.7;16.7;72;190
1963;Bordeaux;1982;7;21.6;26.5;16.2;47;271
1964;Bordeaux;1982;8;22.1;26.9;16.8;68;200
1965;Bordeaux;1982;9;20.4;26.0;15.4;62;216
1966;Bordeaux;1982;10;14.7;19.4;10.1;63;120
1967;Bordeaux;1982;11;10.0;14.7;5.0;98;89
1968;Bordeaux;1982;12;8.6;13.5;4.5;86;73
1969;Marseille;1982;1;9.1;14.0;3.2;64;164
1970;Marseille;1982;2;9.6;15.9;5.0;31;171
1971;Marseille;1982;3;12.3;16.8;7.1;41;239
1972;Marseille;1982;4;15.4;21.8;10.4;41;192
1973;Marseille;1982;5;20.0;25.8;15.6;31;276
1974;Marseille;1982;6;23.4;29.1;17.6;16;364
1975;Marseille;1982;7;27.7;33.3;22.0;8;303
1976;Marseille;1982;8;26.1;32.5;21.0;12;337
1977;Marseille;1982;9;22.1;26.7;17.4;48;240
1978;Marseille;1982;10;18.5;24.2;13.4;66;147
1979;Marseille;1982;11;12.5;17.1;8.4;57;153
1980;Marseille;1982;12;10.5;15.1;4.6;45;153
1981;Lille;1983;1;3.4;9.2;-2.5;53;56
1982;Lille;1983;2;5.2;10.7;-0.5;41;66
1983;Lille;1983;3;8.7;14.8;4.6;45;122
1984;Lille;1983;4;11.4;17.1;6.2;55;130
1985;Lille;1983;5;15.2;21.4;10.7;54;212
1986;Lille;1983;6;18.6;23.2;12.8;43;156
1987;Lille;1983;7;18.3;22.8;12.7;53;202
1988;Lille;1983;8;21.6;27.3;15.7;48;154
1989;Lille;1983;9;15.8;21.6;11.5;50;130
1990;Lille;1983;10;12.6;18.5;7.8;64;90
1991;Lille;1983;11;7.2;12.6;1.5;58;49
1992;Lille;1983;12;4.0;8.9;-0.0;64;38
1993;Paris;1983;1;5.3;11.7;-0.6;39;61
1994;Paris;1983;2;5.4;11.7;0.7;43;88
1995;Paris;1983;3;9.0;13.8;3.2;36;134
1996;Paris;1983;4;11.2;16.7;5.4;66;143
1997;Paris;1983;5;16.3;21.7;12.1;54;230
1998;Paris;1983;6;19.7;25.9;15.5;70;194
1999;Paris;1983;7;20.5;26.2;16.2;80;233
2000;Paris;1983;8;22.4;27.1;17.9;46;223
2001;Paris;1983;9;17.2;23.2;12.3;67;188
2002;Paris;1983;10;14.5;20.5;9.5;49;105
2003;Paris;1983;11;8.5;14.1;4.1;60;51
2004;Paris;1983;12;5.8;11.6;0.1;64;43
2005;Nantes;1983;1;4.4;10.7;0.1;60;70
2006;Nantes;1983;2;7.7;12.4;2.7;69;93
2007;Nantes;1983;3;10.5;15.3;4.6;65;150
2008;Nantes;1983;4;13.0;17.5;8.3;61;172
2009;Nantes;1983;5;15.9;22.2;10.2;47;220
2010;Nantes;1983;6;18.6;23.3;14.1;35;169
2011;Nantes;1983;7;22.5;27.9;16.6;51;249
2012;Nantes;1983;8;21.4;27.4;16.0;46;204
2013;Nantes;1983;9;17.7;23.6;11.9;76;134
2014;Nantes;1983;10;14.3;20.0;9.6;102;101
2015;Nantes;1983;11;8.4;13.3;4.2;104;74
2016;Nantes;1983;12;7.2;12.6;1.8;73;58
2017;Bordeaux;1983;1;7.4;12.1;2.1;78;66
2018;Bordeaux;1983;2;7.7;13.4;3.5;67;101
2019;Bordeaux;1983;3;11.0;16.1;6.2;73;139
2020;Bordeaux;1983;4;13.7;18.4;8.6;60;188
2021;Bordeaux;1983;5;17.1;22.4;12.7;64;238
2022;Bordeaux;1983;6;21.3;26.1;17.1;68;258
2023;Bordeaux;1983;7;22.6;28.7;18.1;38;257
2024;Bordeaux;1983;8;22.3;28.6;16.6;52;203
2025;Bordeaux;1983;9;19.6;26.0;14.9;69;149
2026;Bordeaux;1983;10;15.0;20.5;10.3;88;136
2027;Bordeaux;1983;11;9.9;16.1;4.1;104;75
2028;Bordeaux;1983;12;8.5;13.6;4.2;107;78
2029;Marseille;1983;1;8.3;14.6;3.7;37;131
2030;Marseille;1983;2;9.1;14.1;3.6;39;144
2031;Marseille;1983;3;13.1;18.1;7.6;46;207
2032;Marseille;1983;4;15.6;21.4;10.3;33;266
2033;Marseille;1983;5;19.8;24.4;14.4;29;266
2034;Marseille;1983;6;23.7;29.6;18.5;16;328
2035;Marseille;1983;7;26.4;31.9;20.7;8;315
2036;Marseille;1983;8;26.8;32.0;22.4;16;299
2037;Marseille;1983;9;22.3;28.5;17.2;50;246
2038;Marseille;1983;10;17.9;23.1;13.5;55;199
2039;Marseille;1983;11;12.5;18.5;8.5;57;133
2040;Marseille;1983;12;7.6;13.6;3.1;52;137
2041;Lille;1984;1;5.7;11.8;0.8;68;42
2042;Lille;1984;2;6.5;11.4;1.0;30;77
2043;Lille;1984;3;6.8;12.7;2.1;55;105
2044;Lille;1984;4;11.3;15.9;7.0;46;177
2045;Lille;1984;5;15.0;21.2;10.3;58;204
2046;Lille;1984;6;16.5;22.6;12.4;59;154
2047;Lille;1984;7;20.8;27.3;15.6;71;185
2048;Lille;1984;8;20.5;25.9;15.3;68;162
2049;Lille;1984;9;16.7;21.7;12.6;47;151
2050;Lille;1984;10;11.8;17.2;7.2;67;102
2051;Lille;1984;11;8.5;14.7;3.6;58;54
2052;Lille;1984;12;5.6;10.5;1.0;49;47
2053;Paris;1984;1;5.4;10.6;0.5;57;56
2054;Paris;1984;2;6.0;11.4;1.9;53;73
2055;Paris;1984;3;10.7;16.1;6.7;53;151
2056;Paris;1984;4;13.0;17.9;8.0;65;142
2057;Paris;1984;5;16.6;22.7;11.9;67;212
2058;Paris;1984;6;18.8;24.0;13.7;51;175
2059;Paris;1984;7;21.9;26.5;17.2;44;218
2060;Paris;1984;8;20.6;25.9;16.1;69;204
2061;Paris;1984;9;17.6;22.6;12.3;56;191
2062;Paris;1984;10;14.1;19.3;8.3;55;102
2063;Paris;1984;11;9.2;14.9;3.6;49;59
2064;Paris;1984;12;5.1;11.4;-0.7;45;58
2065;Nantes;1984;1;6.1;11.3;1.3;96;91
2066;Nantes;1984;2;6.4;12.1;2.0;59;104
2067;Nantes;1984;3;9.4;14.5;5.1;67;159
2068;Nantes;1984;4;15.2;20.5;10.9;40;191
2069;Nantes;1984;5;15.8;21.1;11.6;64;171
2070;Nantes;1984;6;19.6;24.9;14.6;54;211
2071;Nantes;1984;7;21.7;27.2;16.0;28;250
2072;Nantes;1984;8;21.2;27.6;15.3;48;252
2073;Nantes;1984;9;17.5;22.4;12.1;62;194
2074;Nantes;1984;10;14.3;19.3;10.3;101;113
2075;Nantes;1984;11;8.8;13.9;3.0;63;73
2076;Nantes;1984;12;6.9;13.2;1.8;104;57
2077;Bordeaux;1984;1;7.4;12.2;1.9;97;88
2078;Bordeaux;1984;2;9.5;15.8;5.4;81;95
2079;Bordeaux;1984;3;11.8;17.4;6.8;77;159
2080;Bordeaux;1984;4;13.9;19.2;8.4;49;199
2081;Bordeaux;1984;5;17.3;22.4;12.6;86;232
2082;Bordeaux;1984;6;20.9;26.0;15.6;42;229
2083;Bordeaux;1984;7;22.5;27.4;16.9;38;312
2084;Bordeaux;1984;8;22.4;27.1;16.7;57;226
2085;Bordeaux;1984;9;19.1;25.4;14.4;82;199
2086;Bordeaux;1984;10;15.1;19.8;9.7;83;109
2087;Bordeaux;1984;11;10.3;15.7;5.1;64;86
2088;Bordeaux;1984;12;7.6;12.8;2.8;99;70
2089;Marseille;1984;1;9.2;15.1;5.2;38;167
2090;Marseille;1984;2;8.8;14.3;3.2;43;140
2091;Marseille;1984;3;14.0;18.5;9.1;29;201
2092;Marseille;1984;4;14.1;19.0;9.7;40;211
2093;Marseille;1984;5;18.7;24.3;14.2;37;247
2094;Marseille;1984;6;24.4;29.2;19.4;23;280
2095;Marseille;1984;7;24.7;30.6;20.2;4;350
2096;Marseille;1984;8;25.9;31.8;21.7;19;279
2097;Marseille;1984;9;22.2;28.1;17.5;39;275
2098;Marseille;1984;10;18.2;24.7;12.4;89;209
2099;Marseille;1984;11;11.8;18.1;6.1;83;118
2100;Marseille;1984;12;9.2;15.2;5.0;67;116
2101;Lille;1985;1;1.1;6.7;-4.9;60;58
2102;Lille;1985;2;4.3;9.2;-1.2;46;78
2103;Lille;1985;3;7.4;13.8;2.8;46;128
2104;Lille;1985;4;11.0;17.4;6.0;45;174
2105;Lille;1985;5;14.2;19.1;8.2;39;197
2106;Lille;1985;6;18.2;24.6;14.1;50;171
2107;Lille;1985;7;20.6;26.7;16.4;60;175
2108;Lille;1985;8;20.4;26.2;14.6;49;203
2109;Lille;1985;9;16.3;22.6;11.0;57;150
2110;Lille;1985;10;11.6;17.3;5.7;68;71
2111;Lille;1985;11;9.2;15.4;3.9;70;52
2112;Lille;1985;12;4.8;9.5;-0.1;58;33
2113;Paris;1985;1;4.9;10.5;-0.2;53;61
2114;Paris;1985;2;6.3;11.9;1.7;53;77
2115;Paris;1985;3;8.3;14.0;2.5;55;123
2116;Paris;1985;4;12.7;18.0;8.3;42;131
2117;Paris;1985;5;15.6;21.8;10.9;73;162
2118;Paris;1985;6;19.9;24.8;14.3;60;199
2119;Paris;1985;7;23.0;28.7;18.7;49;235
2120;Paris;1985;8;21.0;27.4;16.3;55;231
2121;Paris;1985;9;16.5;21.3;10.6;63;162
2122;Paris;1985;10;14.3;20.7;9.5;56;107
2123;Paris;1985;11;8.2;13.9;4.0;58;73
2124;Paris;1985;12;5.9;11.3;1.5;50;44
2125;Nantes;1985;1;7.5;12.5;2.0;62;65
2126;Nantes;1985;2;6.3;11.5;0.9;77;102
2127;Nantes;1985;3;10.5;16.5;4.6;80;130
2128;Nantes;1985;4;12.7;18.0;7.3;66;173
2129;Nantes;1985;5;16.1;22.6;10.2;65;162
2130;Nantes;1985;6;18.5;24.6;14.2;48;250
2131;Nantes;1985;7;20.9;26.7;15.8;46;256
2132;Nantes;1985;8;21.0;26.1;15.6;37;259
2133;Nantes;1985;9;17.1;23.5;12.7;43;173
2134;Nantes;1985;10;13.3;19.6;7.7;74;119
2135;Nantes;1985;11;10.4;16.5;4.9;79;73
2136;Nantes;1985;12;7.0;11.9;2.6;96;77
2137;Bordeaux;1985;1;6.8;13.0;1.2;74;90
2138;Bordeaux;1985;2;8.7;13.5;3.3;59;103
2139;Bordeaux;1985;3;11.1;17.4;5.2;51;135
2140;Bordeaux;1985;4;14.6;20.6;10.3;77;154
2141;Bordeaux;1985;5;17.1;21.9;11.1;88;214
2142;Bordeaux;1985;6;20.2;26.5;15.8;68;262
2143;Bordeaux;1985;7;24.0;29.8;18.9;40;230
2144;Bordeaux;1985;8;22.6;27.9;18.0;39;283
2145;Bordeaux;1985;9;19.8;24.3;14.6;64;213
2146;Bordeaux;1985;10;15.3;20.0;9.8;75;144
2147;Bordeaux;1985;11;10.6;16.9;6.1;85;98
2148;Bordeaux;1985;12;7.4;13.8;2.5;81;67
2149;Marseille;1985;1;9.0;14.1;4.8;51;126
2150;Marseille;1985;2;10.5;15.9;5.7;30;146
2151;Marseille;1985;3;12.3;17.5;6.6;37;248
2152;Marseille;1985;4;14.9;21.1;9.0;38;248
2153;Marseille;1985;5;19.2;25.1;14.9;36;248
2154;Marseille;1985;6;24.3;29.6;18.9;15;313
2155;Marseille;1985;7;25.9;32.2;20.3;5;401
2156;Marseille;1985;8;27.1;31.9;21.1;13;382
2157;Marseille;1985;9;21.8;26.4;17.1;37;273
2158;Marseille;1985;10;19.2;25.1;14.6;86;142
2159;Marseille;1985;11;12.6;17.6;7.2;78;119
2160;Marseille;1985;12;9.4;14.6;4.5;54;115
2161;Lille;1986;1;3.8;10.3;-1.7;56;52
2162;Lille;1986;2;5.4;11.5;0.5;54;79
2163;Lille;1986;3;7.8;13.0;2.8;45;122
2164;Lille;1986;4;11.2;17.6;6.1;42;142
2165;Lille;1986;5;15.5;21.4;10.4;44;195
2166;Lille;1986;6;18.2;24.3;12.4;39;185
2167;Lille;1986;7;20.8;25.6;15.4;89;165
2168;Lille;1986;8;19.4;25.5;14.6;51;164
2169;Lille;1986;9;16.6;22.7;12.1;53;152
2170;Lille;1986;10;12.6;17.6;6.8;47;80
2171;Lille;1986;11;8.7;14.3;3.9;53;42
2172;Lille;1986;12;4.9;9.5;-0.2;76;37
2173;Paris;1986;1;5.3;11.0;-0.5;59;72
2174;Paris;1986;2;6.5;12.1;2.4;35;82
2175;Paris;1986;3;8.4;14.3;2.7;42;124
2176;Paris;1986;4;14.5;19.6;9.7;60;168
2177;Paris;1986;5;16.1;21.0;10.9;68;185
2178;Paris;1986;6;17.2;23.2;12.7;58;243
2179;Paris;1986;7;21.2;27.0;16.2;51;227
2180;Paris;1986;8;21.6;27.3;16.7;50;211
2181;Paris;1986;9;19.1;24.9;14.5;58;147
2182;Paris;1986;10;12.0;17.1;7.8;46;105
2183;Paris;1986;11;8.8;14.4;4.3;52;57
2184;Paris;1986;12;6.3;12.3;2.2;73;47
2185;Nantes;1986;1;6.7;11.9;1.5;104;65
2186;Nantes;1986;2;7.0;11.9;2.5;53;84
2187;Nantes;1986;3;9.3;15.8;4.4;53;137
2188;Nantes;1986;4;13.5;18.3;8.3;45;186
2189;Nantes;1986;5;15.9;22.4;10.8;40;187
2190;Nantes;1986;6;19.0;25.4;13.2;52;208
2191;Nantes;1986;7;21.1;27.4;15.8;38;247
2192;Nantes;1986;8;20.8;26.3;16.5;40;242
2193;Nantes;1986;9;17.6;22.6;12.4;66;164
2194;Nantes;1986;10;13.8;18.9;8.7;61;89
2195;Nantes;1986;11;10.1;14.8;5.4;65;62
2196;Nantes;1986;12;8.5;13.1;2.6;108;65
2197;Bordeaux;1986;1;7.7;13.3;2.1;73;73
2198;Bordeaux;1986;2;9.4;15.8;3.5;83;84
2199;Bordeaux;1986;3;11.4;17.5;7.2;79;173
2200;Bordeaux;1986;4;14.2;20.5;8.7;86;162
2201;Bordeaux;1986;5;17.7;22.5;11.8;61;167
2202;Bordeaux;1986;6;20.2;25.0;15.1;64;237
2203;Bordeaux;1986;7;23.5;28.2;18.1;49;284
2204;Bordeaux;1986;8;21.7;26.7;16.9;56;236
2205;Bordeaux;1986;9;20.2;25.8;15.0;65;214
2206;Bordeaux;1986;10;14.3;20.0;10.3;81;112
2207;Bordeaux;1986;11;8.9;14.4;4.7;89;89
2208;Bordeaux;1986;12;8.1;14.1;3.9;75;72
2209;Marseille;1986;1;8.4;14.5;2.5;53;173
2210;Marseille;1986;2;11.0;17.4;5.3;29;186
2211;Marseille;1986;3;12.6;18.8;7.4;46;167
2212;Marseille;1986;4;16.0;20.6;11.3;30;213
2213;Marseille;1986;5;18.3;23.5;12.4;33;269
2214;Marseille;1986;6;24.9;31.1;20.6;16;351
2215;Marseille;1986;7;26.8;32.3;22.4;4;377
2216;Marseille;1986;8;26.1;31.4;20.9;13;316
2217;Marseille;1986;9;22.0;26.8;17.2;39;203
2218;Marseille;1986;10;16.9;22.0;11.6;78;151
2219;Marseille;1986;11;12.9;19.2;7.6;75;129
2220;Marseille;1986;12;10.2;15.8;5.9;48;119
2221;Lille;1987;1;4.6;10.3;-1.2;69;48
2222;Lille;1987;2;4.6;9.9;-0.4;48;68
2223;Lille;1987;3;7.7;14.1;3.4;36;124
2224;Lille;1987;4;9.5;14.1;4.5;42;178
2225;Lille;1987;5;14.7;20.3;10.3;37;171
2226;Lille;1987;6;17.3;23.4;12.7;54;161
2227;Lille;1987;7;20.8;25.6;15.0;71;204
2228;Lille;1987;8;20.2;26.0;15.8;59;180
2229;Lille;1987;9;16.4;21.3;12.1;50;136
2230;Lille;1987;10;11.5;17.3;7.1;73;101
2231;Lille;1987;11;8.1;12.8;2.2;66;59
2232;Lille;1987;12;4.0;10.1;-0.1;76;35
2233;Paris;1987;1;4.3;10.3;0.3;40;71
2234;Paris;1987;2;5.7;11.7;0.4;32;75
2235;Paris;1987;3;9.3;15.4;4.7;37;125
2236;Paris;1987;4;12.9;19.4;8.0;59;185
2237;Paris;1987;5;16.0;22.5;11.8;73;201
2238;Paris;1987;6;19.7;25.4;15.4;42;192
2239;Paris;1987;7;19.7;25.0;15.6;53;226
2240;Paris;1987;8;21.6;27.0;16.2;49;220
2241;Paris;1987;9;18.1;23.6;13.9;60;130
2242;Paris;1987;10;13.6;18.2;9.1;64;128
2243;Paris;1987;11;7.9;13.0;2.5;38;55
2244;Paris;1987;12;5.5;10.6;0.8;48;49
2245;Nantes;1987;1;6.3;12.4;1.4;93;88
2246;Nantes;1987;2;7.4;13.6;1.5;66;100
2247;Nantes;1987;3;11.4;17.6;5.7;69;126
2248;Nantes;1987;4;12.3;18.0;7.6;70;139
2249;Nantes;1987;5;15.3;21.8;9.7;51;178
2250;Nantes;1987;6;18.3;23.1;13.3;49;177
2251;Nantes;1987;7;21.1;26.1;15.6;29;231
2252;Nantes;1987;8;21.5;27.4;17.1;50;216
2253;Nantes;1987;9;17.1;22.9;12.4;58;171
2254;Nantes;1987;10;14.3;20.0;10.2;64;107
2255;Nantes;1987;11;9.2;15.4;3.4;69;88
2256;Nantes;1987;12;7.0;12.3;2.7;69;57
2257;Bordeaux;1987;1;7.4;13.8;1.8;100;71
2258;Bordeaux;1987;2;8.4;14.3;3.3;68;92
2259;Bordeaux;1987;3;10.3;15.1;4.5;67;174
2260;Bordeaux;1987;4;13.6;19.3;8.6;49;184
2261;Bordeaux;1987;5;17.5;22.0;11.6;75;246
2262;Bordeaux;1987;6;20.2;26.3;15.2;61;204
2263;Bordeaux;1987;7;23.9;29.1;19.4;38;299
2264;Bordeaux;1987;8;22.9;28.9;17.2;42;225
2265;Bordeaux;1987;9;19.3;24.2;13.6;83;176
2266;Bordeaux;1987;10;14.4;19.2;9.6;94;107
2267;Bordeaux;1987;11;8.2;14.5;3.8;107;84
2268;Bordeaux;1987;12;7.4;13.9;2.3;96;77
2269;Marseille;1987;1;8.8;15.1;4.5;48;174
2270;Marseille;1987;2;9.0;14.2;3.9;39;129
2271;Marseille;1987;3;12.6;18.6;8.4;35;238
2272;Marseille;1987;4;14.9;19.9;10.4;31;207
2273;Marseille;1987;5;20.5;26.2;15.1;23;282
2274;Marseille;1987;6;24.8;29.7;20.0;23;369
2275;Marseille;1987;7;27.8;33.7;22.6;7;438
2276;Marseille;1987;8;26.6;31.3;22.1;12;296
2277;Marseille;1987;9;23.0;28.5;17.5;62;247
2278;Marseille;1987;10;18.3;23.6;12.9;63;167
2279;Marseille;1987;11;12.5;17.1;8.0;70;118
2280;Marseille;1987;12;9.9;14.4;5.6;54;127
2281;Lille;1988;1;3.8;8.4;-1.9;43;42
2282;Lille;1988;2;5.0;10.4;0.4;40;76
2283;Lille;1988;3;8.9;14.3;3.4;56;120
2284;Lille;1988;4;11.1;16.0;6.2;44;175
2285;Lille;1988;5;15.3;20.1;9.8;55;149
2286;Lille;1988;6;18.5;23.3;12.5;62;177
2287;Lille;1988;7;21.2;27.1;15.3;59;202
2288;Lille;1988;8;20.4;26.1;14.8;61;204
2289;Lille;1988;9;16.3;21.9;10.4;61;130
2290;Lille;1988;10;11.8;17.5;6.7;61;86
2291;Lille;1988;11;7.3;12.3;1.7;69;57
2292;Lille;1988;12;4.3;10.3;-0.8;50;32
2293;Paris;1988;1;5.5;11.0;1.2;51;55
2294;Paris;1988;2;6.3;12.0;1.2;52;85
2295;Paris;1988;3;9.1;13.7;4.0;39;128
2296;Paris;1988;4;13.4;18.8;7.4;41;136
2297;Paris;1988;5;16.6;21.8;12.3;52;168
2298;Paris;1988;6;20.4;26.3;16.3;41;239
2299;Paris;1988;7;22.2;27.3;17.4;79;259
2300;Paris;1988;8;21.8;27.5;16.0;65;247
2301;Paris;1988;9;17.7;22.8;13.0;44;183
2302;Paris;1988;10;14.6;20.6;9.7;70;120
2303;Paris;1988;11;8.2;13.0;2.3;44;73
2304;Paris;1988;12;5.7;12.0;-0.2;51;41
2305;Nantes;1988;1;7.3;13.7;2.4;74;64
2306;Nantes;1988;2;6.8;11.4;2.7;87;77
2307;Nantes;1988;3;10.7;15.3;6.3;49;167
2308;Nantes;1988;4;12.1;17.9;6.4;47;159
2309;Nantes;1988;5;16.4;21.7;12.2;60;164
2310;Nantes;1988;6;18.7;24.4;14.5;36;225
2311;Nantes;1988;7;22.0;27.4;17.1;38;241
2312;Nantes;1988;8;20.9;26.5;16.0;45;190
2313;Nantes;1988;9;17.9;24.3;12.7;53;184
2314;Nantes;1988;10;14.2;19.5;9.8;66;101
2315;Nantes;1988;11;9.5;15.1;5.4;85;60
2316;Nantes;1988;12;8.6;13.3;3.5;97;75
2317;Bordeaux;1988;1;7.6;12.8;3.3;92;84
2318;Bordeaux;1988;2;9.9;14.7;5.1;51;96
2319;Bordeaux;1988;3;11.0;16.9;5.2;81;161
2320;Bordeaux;1988;4;15.0;19.6;9.6;66;164
2321;Bordeaux;1988;5;17.0;22.2;11.4;60;235
2322;Bordeaux;1988;6;21.0;26.1;16.8;50;225
2323;Bordeaux;1988;7;23.9;30.0;18.9;42;310
2324;Bordeaux;1988;8;23.0;29.0;17.7;51;262
2325;Bordeaux;1988;9;19.4;24.3;13.4;61;184
2326;Bordeaux;1988;10;14.1;19.2;9.5;103;113
2327;Bordeaux;1988;11;10.9;17.0;5.6;71;77
2328;Bordeaux;1988;12;7.1;12.2;2.7;100;59
2329;Marseille;1988;1;10.1;15.0;5.9;37;150
2330;Marseille;1988;2;9.8;16.2;4.1;34;155
2331;Marseille;1988;3;12.8;19.2;6.9;41;187
2332;Marseille;1988;4;16.2;22.3;10.6;32;207
2333;Marseille;1988;5;19.6;24.4;14.1;30;330
2334;Marseille;1988;6;23.6;28.3;17.9;15;310
2335;Marseille;1988;7;26.8;31.4;22.5;7;300
2336;Marseille;1988;8;27.2;32.2;21.9;19;328
2337;Marseille;1988;9;23.9;28.9;19.3;53;252
2338;Marseille;1988;10;17.5;23.8;13.2;51;198
2339;Marseille;1988;11;12.6;18.6;8.4;75;122
2340;Marseille;1988;12;9.1;13.7;3.7;55;130
2341;Lille;1989;1;4.6;10.1;-0.4;61;51
2342;Lille;1989;2;4.5;10.4;0.2;45;77
2343;Lille;1989;3;9.0;14.2;3.5;57;102
2344;Lille;1989;4;11.6;17.9;7.3;46;136
2345;Lille;1989;5;15.4;21.3;11.0;67;144
2346;Lille;1989;6;18.9;24.4;14.7;67;175
2347;Lille;1989;7;20.3;25.0;16.2;68;213
2348;Lille;1989;8;19.4;24.4;13.6;74;210
2349;Lille;1989;9;15.1;20.5;9.3;68;144
2350;Lille;1989;10;11.8;17.9;6.7;59;76
2351;Lille;1989;11;8.6;14.9;3.2;72;58
2352;Lille;1989;12;5.0;11.5;0.5;44;35
2353;Paris;1989;1;6.6;12.6;2.1;59;53
2354;Paris;1989;2;5.4;11.1;-0.1;46;88
2355;Paris;1989;3;9.5;15.9;5.3;50;127
2356;Paris;1989;4;12.7;17.7;7.5;58;153
2357;Paris;1989;5;16.1;22.0;11.7;63;227
2358;Paris;1989;6;19.5;25.6;13.5;42;225
2359;Paris;1989;7;21.8;26.8;16.2;60;257
2360;Paris;1989;8;21.5;27.0;15.7;41;231
2361;Paris;1989;9;19.0;25.0;13.8;65;194
2362;Paris;1989;10;13.8;19.0;7.8;74;102
2363;Paris;1989;11;9.6;14.9;5.4;63;71
2364;Paris;1989;12;6.5;12.3;2.2;59;50
2365;Nantes;1989;1;7.3;13.7;1.7;99;88
2366;Nantes;1989;2;7.0;12.8;2.5;48;77
2367;Nantes;1989;3;10.1;15.6;6.0;79;137
2368;Nantes;1989;4;12.7;18.7;7.5;49;175
2369;Nantes;1989;5;15.5;21.7;9.7;65;235
2370;Nantes;1989;6;18.1;23.6;12.1;44;176
2371;Nantes;1989;7;21.7;28.1;17.1;35;191
2372;Nantes;1989;8;22.0;28.0;16.4;46;196
2373;Nantes;1989;9;17.8;23.6;12.2;76;186
2374;Nantes;1989;10;13.6;19.1;8.7;97;131
2375;Nantes;1989;11;10.6;15.9;6.0;74;72
2376;Nantes;1989;12;8.9;14.4;4.5;100;59
2377;Bordeaux;1989;1;7.7;13.2;2.4;90;88
2378;Bordeaux;1989;2;9.0;13.6;3.4;76;96
2379;Bordeaux;1989;3;11.7;18.0;7.1;53;155
2380;Bordeaux;1989;4;14.6;20.9;10.4;67;176
2381;Bordeaux;1989;5;17.2;22.0;12.0;53;208
2382;Bordeaux;1989;6;21.4;26.0;15.8;41;242
2383;Bordeaux;1989;7;24.0;29.4;19.7;40;235
2384;Bordeaux;1989;8;22.8;28.0;17.3;41;226
2385;Bordeaux;1989;9;18.0;23.9;12.7;75;159
2386;Bordeaux;1989;10;15.1;21.3;9.2;70;131
2387;Bordeaux;1989;11;10.8;15.7;5.8;97;75
2388;Bordeaux;1989;12;8.3;13.5;3.6;75;68
2389;Marseille;1989;1;9.6;15.4;4.3;59;139
2390;Marseille;1989;2;10.2;16.4;6.0;32;173
2391;Marseille;1989;3;14.1;19.1;9.1;33;229
2392;Marseille;1989;4;16.4;21.7;11.6;36;264
2393;Marseille;1989;5;19.8;24.4;14.1;24;288
2394;Marseille;1989;6;24.0;28.8;18.7;20;275
2395;Marseille;1989;7;27.5;32.6;22.0;6;374
2396;Marseille;1989;8;26.1;32.1;21.2;16;323
2397;Marseille;1989;9;24.6;30.2;19.5;36;285
2398;Marseille;1989;10;19.0;24.7;13.6;86;167
2399;Marseille;1989;11;12.1;18.5;6.2;68;156
2400;Marseille;1989;12;8.6;14.5;2.9;51;134
2401;Lille;1990;1;4.3;9.1;-1.0;64;57
2402;Lille;1990;2;5.2;10.0;0.9;36;70
2403;Lille;1990;3;7.8;12.8;3.8;40;96
2404;Lille;1990;4;10.9;16.7;6.5;49;169
2405;Lille;1990;5;15.4;20.1;10.1;59;183
2406;Lille;1990;6;18.2;24.0;13.0;66;181
2407;Lille;1990;7;20.9;27.0;16.3;65;192
2408;Lille;1990;8;19.4;24.5;13.5;58;199
2409;Lille;1990;9;17.4;22.9;12.2;58;154
2410;Lille;1990;10;13.7;20.2;8.9;52;91
2411;Lille;1990;11;6.6;12.0;0.6;65;60
2412;Lille;1990;12;5.5;10.6;0.5;75;36
2413;Paris;1990;1;6.4;11.9;1.5;49;54
2414;Paris;1990;2;5.5;11.5;-0.3;40;74
2415;Paris;1990;3;9.7;15.6;4.7;48;141
2416;Paris;1990;4;13.3;18.2;7.6;55;171
2417;Paris;1990;5;16.9;22.3;12.3;48;195
2418;Paris;1990;6;19.3;25.7;14.0;38;247
2419;Paris;1990;7;22.1;27.5;17.5;63;194
2420;Paris;1990;8;21.4;27.9;16.3;55;194
2421;Paris;1990;9;18.3;24.4;12.6;51;146
2422;Paris;1990;10;14.5;20.5;9.9;64;101
2423;Paris;1990;11;8.3;12.8;2.9;49;64
2424;Paris;1990;12;6.2;12.4;0.6;72;52
2425;Nantes;1990;1;7.4;12.3;2.4;95;78
2426;Nantes;1990;2;6.9;11.8;2.4;73;80
2427;Nantes;1990;3;9.1;13.8;4.7;45;118
2428;Nantes;1990;4;14.0;20.4;9.8;39;144
2429;Nantes;1990;5;16.3;22.8;11.9;56;234
2430;Nantes;1990;6;17.7;22.4;13.1;40;214
2431;Nantes;1990;7;21.9;26.8;17.0;46;216
2432;Nantes;1990;8;22.4;28.6;17.5;34;231
